         1,         0,  2501
         2,       313,  2503
         3,       626,  2505
         4,       939,  2507
         5,      1252,  2509
         6,      1565,  2511
         7,      1878,  2513
         8,      2191,  2515
         9,      2504,  2517
        10,      2817,  2520
        11,      3130,  2522
        12,      3443,  2525
        13,      3756,  2527
        14,      4069,  2529
        15,      4382,  2531
        16,      4695,  2533
        17,      5008,  2535
        18,      5321,  2537
        19,      5634,  2539
        20,      5947,  2540
        21,      6260,  2541
        22,      6573,  2543
        23,      6886,  2544
        24,      7199,  2544
        25,      7512,  2545
        26,      7825,  2545
        27,      8138,  2545
        28,      8451,  2544
        29,      8764,  2544
        30,      9077,  2543
        31,      9390,  2542
        32,      9703,  2541
        33,     10016,  2540
        34,     10329,  2538
        35,     10642,  2536
        36,     10955,  2534
        37,     11268,  2532
        38,     11581,  2530
        39,     11894,  2528
        40,     12207,  2526
        41,     12520,  2524
        42,     12833,  2521
        43,     13146,  2519
        44,     13459,  2516
        45,     13772,  2514
        46,     14085,  2512
        47,     14398,  2510
        48,     14711,  2508
        49,     15024,  2506
        50,     15337,  2504
        51,     15650,  2502
        52,     15963,  2501
        53,     16276,  2499
        54,     16589,  2498
        55,     16902,  2497
        56,     17215,  2497
        57,     17528,  2496
        58,     17841,  2496
        59,     18154,  2496
        60,     18467,  2497
        61,     18780,  2497
        62,     19093,  2498
        63,     19406,  2499
        64,     19719,  2500
        65,     20032,  2502
        66,     20345,  2503
        67,     20658,  2505
        68,     20971,  2507
        69,     21284,  2509
        70,     21597,  2511
        71,     21910,  2513
        72,     22223,  2516
        73,     22536,  2518
        74,     22849,  2520
        75,     23162,  2523
        76,     23475,  2525
        77,     23788,  2528
        78,     24101,  2530
        79,     24414,  2532
        80,     24727,  2534
        81,     25040,  2536
        82,     25353,  2538
        83,     25666,  2539
        84,     25979,  2541
        85,     26292,  2542
        86,     26605,  2543
        87,     26918,  2544
        88,     27231,  2545
        89,     27544,  2545
        90,     27857,  2545
        91,     28170,  2545
        92,     28483,  2544
        93,     28796,  2544
        94,     29109,  2543
        95,     29422,  2542
        96,     29735,  2541
        97,     30048,  2539
        98,     30361,  2538
        99,     30674,  2536
       100,     30987,  2534
       101,     31300,  2532
       102,     31613,  2530
       103,     31926,  2528
       104,     32239,  2525
       105,     32552,  2523
       106,     32865,  2521
       107,     33178,  2518
       108,     33491,  2516
       109,     33804,  2513
       110,     34117,  2511
       111,     34430,  2509
       112,     34743,  2507
