         1,         0,  2497
         2,       313,  2499
         3,       626,  2501
         4,       939,  2503
         5,      1252,  2506
         6,      1565,  2508
         7,      1878,  2512
         8,      2191,  2515
         9,      2504,  2518
        10,      2817,  2521
        11,      3130,  2525
        12,      3443,  2528
        13,      3756,  2532
        14,      4069,  2536
        15,      4382,  2539
        16,      4695,  2542
        17,      5008,  2545
        18,      5321,  2549
        19,      5634,  2551
        20,      5947,  2554
        21,      6260,  2556
        22,      6573,  2558
        23,      6886,  2560
        24,      7199,  2562
        25,      7512,  2563
        26,      7825,  2564
        27,      8138,  2565
        28,      8451,  2565
        29,      8764,  2565
        30,      9077,  2564
        31,      9390,  2563
        32,      9703,  2562
        33,     10016,  2560
        34,     10329,  2559
        35,     10642,  2557
        36,     10955,  2554
        37,     11268,  2552
        38,     11581,  2549
        39,     11894,  2546
        40,     12207,  2542
        41,     12520,  2539
        42,     12833,  2536
        43,     13146,  2532
        44,     13459,  2529
        45,     13772,  2525
        46,     14085,  2521
        47,     14398,  2518
        48,     14711,  2515
        49,     15024,  2512
        50,     15337,  2509
        51,     15650,  2506
        52,     15963,  2503
        53,     16276,  2501
        54,     16589,  2499
        55,     16902,  2497
        56,     17215,  2495
        57,     17528,  2494
        58,     17841,  2493
        59,     18154,  2493
        60,     18467,  2493
        61,     18780,  2493
        62,     19093,  2493
        63,     19406,  2494
        64,     19719,  2496
        65,     20032,  2497
        66,     20345,  2499
        67,     20658,  2501
        68,     20971,  2503
        69,     21284,  2506
        70,     21597,  2509
        71,     21910,  2512
        72,     22223,  2515
        73,     22536,  2519
        74,     22849,  2522
        75,     23162,  2525
        76,     23475,  2529
        77,     23788,  2533
        78,     24101,  2536
        79,     24414,  2540
        80,     24727,  2543
        81,     25040,  2546
        82,     25353,  2549
        83,     25666,  2552
        84,     25979,  2554
        85,     26292,  2557
        86,     26605,  2559
        87,     26918,  2561
        88,     27231,  2562
        89,     27544,  2564
        90,     27857,  2564
        91,     28170,  2565
        92,     28483,  2565
        93,     28796,  2565
        94,     29109,  2564
        95,     29422,  2563
        96,     29735,  2562
        97,     30048,  2560
        98,     30361,  2558
        99,     30674,  2556
       100,     30987,  2554
       101,     31300,  2551
       102,     31613,  2548
       103,     31926,  2545
       104,     32239,  2542
       105,     32552,  2539
       106,     32865,  2535
       107,     33178,  2532
       108,     33491,  2528
       109,     33804,  2524
       110,     34117,  2521
       111,     34430,  2518
       112,     34743,  2514
       113,     35056,  2511
       114,     35369,  2508
       115,     35682,  2505
       116,     35995,  2503
       117,     36308,  2500
       118,     36621,  2498
       119,     36934,  2497
       120,     37247,  2495
       121,     37560,  2494
       122,     37873,  2493
       123,     38186,  2493
       124,     38499,  2493
       125,     38812,  2493
       126,     39125,  2493
       127,     39438,  2494
       128,     39751,  2496
       129,     40064,  2497
       130,     40377,  2499
       131,     40690,  2501
       132,     41003,  2504
       133,     41316,  2506
       134,     41629,  2509
       135,     41942,  2512
       136,     42255,  2516
       137,     42568,  2519
       138,     42881,  2523
       139,     43194,  2526
       140,     43507,  2530
       141,     43820,  2533
       142,     44133,  2537
       143,     44446,  2540
       144,     44759,  2543
       145,     45072,  2547
       146,     45385,  2550
       147,     45698,  2552
       148,     46011,  2555
       149,     46324,  2557
       150,     46637,  2559
       151,     46950,  2561
       152,     47263,  2563
       153,     47576,  2564
       154,     47889,  2564
       155,     48202,  2565
       156,     48515,  2565
       157,     48828,  2565
       158,     49141,  2564
       159,     49454,  2563
       160,     49767,  2562
       161,     50080,  2560
       162,     50393,  2558
       163,     50706,  2556
       164,     51019,  2554
       165,     51332,  2551
       166,     51645,  2548
       167,     51958,  2545
       168,     52271,  2542
       169,     52584,  2538
       170,     52897,  2535
       171,     53210,  2531
       172,     53523,  2528
       173,     53836,  2524
       174,     54149,  2520
       175,     54462,  2517
       176,     54775,  2514
       177,     55088,  2511
       178,     55401,  2508
       179,     55714,  2505
       180,     56027,  2502
       181,     56340,  2500
       182,     56653,  2498
       183,     56966,  2496
       184,     57279,  2495
       185,     57592,  2494
       186,     57905,  2493
       187,     58218,  2493
       188,     58531,  2520
       189,     58844,  2520
       190,     59157,  2494
       191,     59470,  2457
       192,     59783,  2398
       193,     60096,  2332
       194,     60409,  2247
       195,     60722,  2155
       196,     61035,  2051
       197,     61348,  1937
       198,     61661,  1819
       199,     61974,  1695
       200,     62287,  1568
       201,     62600,  1441
       202,     62913,  1310
       203,     63226,  1176
       204,     63539,  1041
       205,     63852,   908
       206,     64165,   778
       207,     64478,   657
       208,     64791,   543
       209,     65104,   437
       210,     65417,   338
       211,     65730,   250
       212,     66043,   175
       213,     66356,   114
       214,     66669,    68
       215,     66982,    32
       216,     67295,     9
       217,     67608,     0
       218,     67921,     6
       219,     68234,    27
       220,     68547,    64
       221,     68860,   115
       222,     69173,   182
       223,     69486,   263
       224,     69799,   356
       225,     70112,   461
       226,     70425,   578
       227,     70738,   707
       228,     71051,   844
       229,     71364,   990
       230,     71677,  1142
       231,     71990,  1301
       232,     72303,  1463
       233,     72616,  1629
       234,     72929,  1795
       235,     73242,  1962
       236,     73555,  2127
       237,     73868,  2289
       238,     74181,  2446
       239,     74494,  2597
       240,     74807,  2742
       241,     75120,  2878
       242,     75433,  3004
       243,     75746,  3119
       244,     76059,  3221
       245,     76372,  3309
       246,     76685,  3383
       247,     76998,  3444
       248,     77311,  3492
       249,     77624,  3525
       250,     77937,  3542
       251,     78250,  3544
       252,     78563,  3531
       253,     78876,  3504
       254,     79189,  3460
       255,     79502,  3402
       256,     79815,  3330
       257,     80128,  3246
       258,     80441,  3150
       259,     80754,  3043
       260,     81067,  2927
       261,     81380,  2801
       262,     81693,  2668
       263,     82006,  2529
       264,     82319,  2386
       265,     82632,  2239
       266,     82945,  2091
       267,     83258,  1943
       268,     83571,  1795
       269,     83884,  1651
       270,     84197,  1511
       271,     84510,  1376
       272,     84823,  1248
       273,     85136,  1129
       274,     85449,  1020
       275,     85762,   921
       276,     86075,   834
       277,     86388,   761
       278,     86701,   701
       279,     87014,   655
       280,     87327,   622
       281,     87640,   603
       282,     87953,   600
       283,     88266,   612
       284,     88579,   639
       285,     88892,   681
       286,     89205,   737
       287,     89518,   809
       288,     89831,   892
       289,     90144,   989
       290,     90457,  1098
       291,     90770,  1217
       292,     91083,  1346
       293,     91396,  1483
       294,     91709,  1627
       295,     92022,  1778
       296,     92335,  1932
       297,     92648,  2090
       298,     92961,  2249
       299,     93274,  2408
       300,     93587,  2566
       301,     93900,  2721
       302,     94213,  2871
       303,     94526,  3015
       304,     94839,  3152
       305,     95152,  3281
       306,     95465,  3399
       307,     95778,  3507
       308,     96091,  3603
       309,     96404,  3685
       310,     96717,  3752
       311,     97030,  3808
       312,     97343,  3849
       313,     97656,  3875
       314,     97969,  3886
       315,     98282,  3881
       316,     98595,  3862
       317,     98908,  3828
       318,     99221,  3779
       319,     99534,  3715
       320,     99847,  3638
       321,    100160,  3549
       322,    100473,  3448
       323,    100786,  3335
       324,    101099,  3213
       325,    101412,  3083
