         1,         0,  2769
         2,       313,  2780
         3,       626,  2791
         4,       939,  2801
         5,      1252,  2810
         6,      1565,  2819
         7,      1878,  2826
         8,      2191,  2833
         9,      2504,  2838
        10,      2817,  2843
        11,      3130,  2846
        12,      3443,  2848
        13,      3756,  2849
        14,      4069,  2848
        15,      4382,  2846
        16,      4695,  2844
        17,      5008,  2840
        18,      5321,  2835
        19,      5634,  2828
        20,      5947,  2821
        21,      6260,  2813
        22,      6573,  2804
        23,      6886,  2794
        24,      7199,  2783
        25,      7512,  2772
        26,      7825,  2761
        27,      8138,  2749
        28,      8451,  2736
        29,      8764,  2724
        30,      9077,  2712
        31,      9390,  2699
        32,      9703,  2687
        33,     10016,  2676
        34,     10329,  2664
        35,     10642,  2654
        36,     10955,  2644
        37,     11268,  2634
        38,     11581,  2626
        39,     11894,  2619
        40,     12207,  2612
        41,     12520,  2607
        42,     12833,  2603
        43,     13146,  2600
        44,     13459,  2598
        45,     13772,  2597
        46,     14085,  2597
        47,     14398,  2599
        48,     14711,  2602
        49,     15024,  2606
        50,     15337,  2611
        51,     15650,  2618
        52,     15963,  2625
        53,     16276,  2633
        54,     16589,  2642
        55,     16902,  2652
        56,     17215,  2663
        57,     17528,  2674
        58,     17841,  2686
        59,     18154,  2697
        60,     18467,  2710
        61,     18780,  2722
        62,     19093,  2734
        63,     19406,  2746
        64,     19719,  2758
        65,     20032,  2770
        66,     20345,  2781
        67,     20658,  2792
        68,     20971,  2802
        69,     21284,  2811
        70,     21597,  2819
        71,     21910,  2827
        72,     22223,  2833
        73,     22536,  2838
        74,     22849,  2842
        75,     23162,  2845
        76,     23475,  2847
        77,     23788,  2848
        78,     24101,  2847
        79,     24414,  2845
        80,     24727,  2842
        81,     25040,  2838
        82,     25353,  2833
        83,     25666,  2827
        84,     25979,  2819
        85,     26292,  2811
        86,     26605,  2802
        87,     26918,  2792
        88,     27231,  2781
        89,     27544,  2770
        90,     27857,  2759
        91,     28170,  2747
        92,     28483,  2734
        93,     28796,  2722
        94,     29109,  2710
        95,     29422,  2698
        96,     29735,  2686
        97,     30048,  2674
        98,     30361,  2663
        99,     30674,  2653
       100,     30987,  2643
       101,     31300,  2634
       102,     31613,  2626
       103,     31926,  2618
       104,     32239,  2612
       105,     32552,  2607
       106,     32865,  2603
       107,     33178,  2600
       108,     33491,  2598
       109,     33804,  2598
       110,     34117,  2598
       111,     34430,  2600
       112,     34743,  2603
       113,     35056,  2608
       114,     35369,  2613
       115,     35682,  2619
       116,     35995,  2627
       117,     36308,  2635
       118,     36621,  2644
       119,     36934,  2654
       120,     37247,  2665
       121,     37560,  2676
       122,     37873,  2687
       123,     38186,  2699
       124,     38499,  2711
       125,     38812,  2724
       126,     39125,  2736
       127,     39438,  2748
       128,     39751,  2760
       129,     40064,  2771
       130,     40377,  2782
       131,     40690,  2793
       132,     41003,  2803
       133,     41316,  2812
       134,     41629,  2820
       135,     41942,  2827
       136,     42255,  2833
       137,     42568,  2838
       138,     42881,  2842
       139,     43194,  2845
       140,     43507,  2847
       141,     43820,  2847
       142,     44133,  2846
       143,     44446,  2844
       144,     44759,  2841
       145,     45072,  2837
       146,     45385,  2832
       147,     45698,  2825
       148,     46011,  2818
       149,     46324,  2809
       150,     46637,  2800
       151,     46950,  2790
       152,     47263,  2780
       153,     47576,  2768
       154,     47889,  2757
       155,     48202,  2745
       156,     48515,  2733
       157,     48828,  2720
       158,     49141,  2708
       159,     49454,  2696
       160,     49767,  2684
       161,     50080,  2673
       162,     50393,  2662
       163,     50706,  2652
       164,     51019,  2642
       165,     51332,  2633
       166,     51645,  2625
       167,     51958,  2618
       168,     52271,  2612
       169,     52584,  2607
       170,     52897,  2603
       171,     53210,  2600
       172,     53523,  2598
       173,     53836,  2598
       174,     54149,  2599
       175,     54462,  2601
       176,     54775,  2604
       177,     55088,  2609
       178,     55401,  2614
       179,     55714,  2621
       180,     56027,  2628
       181,     56340,  2636
       182,     56653,  2646
       183,     56966,  2656
       184,     57279,  2666
       185,     57592,  2677
       186,     57905,  2689
       187,     58218,  2701
       188,     58531,  2726
       189,     58844,  2736
       190,     59157,  2700
       191,     59470,  2644
       192,     59783,  2579
       193,     60096,  2512
       194,     60409,  2437
       195,     60722,  2346
       196,     61035,  2242
       197,     61348,  2129
       198,     61661,  2014
       199,     61974,  1888
       200,     62287,  1759
       201,     62600,  1625
       202,     62913,  1493
       203,     63226,  1359
       204,     63539,  1224
       205,     63852,  1089
       206,     64165,   956
       207,     64478,   825
       208,     64791,   700
       209,     65104,   583
       210,     65417,   492
       211,     65730,   403
       212,     66043,   309
       213,     66356,   218
       214,     66669,   141
       215,     66982,    85
       216,     67295,    46
       217,     67608,    19
       218,     67921,     5
       219,     68234,     0
       220,     68547,     7
       221,     68860,    28
       222,     69173,    64
       223,     69486,   114
       224,     69799,   178
       225,     70112,   255
       226,     70425,   344
       227,     70738,   443
       228,     71051,   553
       229,     71364,   671
       230,     71677,   799
       231,     71990,   932
       232,     72303,  1068
       233,     72616,  1210
       234,     72929,  1358
       235,     73242,  1508
       236,     73555,  1658
       237,     73868,  1806
       238,     74181,  1952
       239,     74494,  2094
       240,     74807,  2233
       241,     75120,  2367
       242,     75433,  2494
       243,     75746,  2613
       244,     76059,  2722
       245,     76372,  2819
       246,     76685,  2905
       247,     76998,  2979
       248,     77311,  3041
       249,     77624,  3089
       250,     77937,  3125
       251,     78250,  3148
       252,     78563,  3157
       253,     78876,  3152
       254,     79189,  3134
       255,     79502,  3102
       256,     79815,  3056
       257,     80128,  2997
       258,     80441,  2926
       259,     80754,  2844
       260,     81067,  2752
       261,     81380,  2650
       262,     81693,  2540
       263,     82006,  2423
       264,     82319,  2302
       265,     82632,  2174
       266,     82945,  2041
       267,     83258,  1904
       268,     83571,  1767
       269,     83884,  1633
       270,     84197,  1500
       271,     84510,  1371
       272,     84823,  1245
       273,     85136,  1125
       274,     85449,  1011
       275,     85762,   906
       276,     86075,   809
       277,     86388,   723
       278,     86701,   647
       279,     87014,   584
       280,     87327,   534
       281,     87640,   496
       282,     87953,   472
       283,     88266,   461
       284,     88579,   464
       285,     88892,   480
       286,     89205,   510
       287,     89518,   554
       288,     89831,   611
       289,     90144,   680
       290,     90457,   762
       291,     90770,   855
       292,     91083,   958
       293,     91396,  1071
       294,     91709,  1192
       295,     92022,  1320
       296,     92335,  1457
       297,     92648,  1597
       298,     92961,  1738
       299,     93274,  1881
       300,     93587,  2026
       301,     93900,  2171
       302,     94213,  2315
       303,     94526,  2456
       304,     94839,  2592
       305,     95152,  2722
       306,     95465,  2845
       307,     95778,  2960
       308,     96091,  3066
       309,     96404,  3161
       310,     96717,  3246
       311,     97030,  3319
       312,     97343,  3379
       313,     97656,  3427
       314,     97969,  3461
       315,     98282,  3481
       316,     98595,  3488
       317,     98908,  3480
       318,     99221,  3459
       319,     99534,  3425
       320,     99847,  3377
       321,    100160,  3316
       322,    100473,  3244
       323,    100786,  3160
       324,    101099,  3066
       325,    101412,  2962
       326,    101725,  2850
       327,    102038,  2731
       328,    102351,  2605
       329,    102664,  2474
       330,    102977,  2340
       331,    103290,  2204
       332,    103603,  2067
       333,    103916,  1930
       334,    104229,  1795
       335,    104542,  1664
       336,    104855,  1536
       337,    105168,  1415
       338,    105481,  1300
       339,    105794,  1193
       340,    106107,  1096
       341,    106420,  1008
       342,    106733,   932
       343,    107046,   868
       344,    107359,   816
       345,    107672,   776
       346,    107985,   751
       347,    108298,   738
       348,    108611,   740
       349,    108924,   756
       350,    109237,   785
       351,    109550,   827
       352,    109863,   883
       353,    110176,   951
       354,    110489,  1031
       355,    110802,  1123
       356,    111115,  1225
       357,    111428,  1336
       358,    111741,  1455
       359,    112054,  1582
       360,    112367,  1715
       361,    112680,  1852
       362,    112993,  1993
       363,    113306,  2136
       364,    113619,  2280
       365,    113932,  2424
       366,    114245,  2565
       367,    114558,  2703
       368,    114871,  2837
       369,    115184,  2965
       370,    115497,  3086
       371,    115810,  3198
       372,    116123,  3302
       373,    116436,  3395
       374,    116749,  3477
       375,    117062,  3547
       376,    117375,  3605
       377,    117688,  3650
       378,    118001,  3681
       379,    118314,  3699
       380,    118627,  3702
       381,    118940,  3692
       382,    119253,  3669
       383,    119566,  3631
       384,    119879,  3581
       385,    120192,  3518
       386,    120505,  3443
       387,    120818,  3357
       388,    121131,  3261
       389,    121444,  3155
       390,    121757,  3041
       391,    122070,  2919
       392,    122383,  2792
       393,    122696,  2660
       394,    123009,  2524
       395,    123322,  2387
       396,    123635,  2248
       397,    123948,  2110
       398,    124261,  1974
       399,    124574,  1841
       400,    124887,  1713
       401,    125200,  1591
       402,    125513,  1476
       403,    125826,  1369
       404,    126139,  1271
       405,    126452,  1183
       406,    126765,  1107
       407,    127078,  1042
       408,    127391,   990
       409,    127704,   951
       410,    128017,   925
       411,    128330,   913
       412,    128643,   914
       413,    128956,   930
       414,    129269,   959
       415,    129582,  1002
       416,    129895,  1058
       417,    130208,  1126
       418,    130521,  1206
       419,    130834,  1297
       420,    131147,  1398
       421,    131460,  1509
       422,    131773,  1628
       423,    132086,  1754
       424,    132399,  1887
       425,    132712,  2023
       426,    133025,  2163
       427,    133338,  2306
       428,    133651,  2448
       429,    133964,  2590
       430,    134277,  2731
       431,    134590,  2867
       432,    134903,  2999
       433,    135216,  3126
       434,    135529,  3245
       435,    135842,  3355
       436,    136155,  3457
       437,    136468,  3548
       438,    136781,  3628
       439,    137094,  3696
       440,    137407,  3751
       441,    137720,  3794
       442,    138033,  3823
       443,    138346,  3838
       444,    138659,  3840
       445,    138972,  3828
       446,    139285,  3802
       447,    139598,  3762
       448,    139911,  3710
       449,    140224,  3644
       450,    140537,  3568
       451,    140850,  3480
       452,    141163,  3381
       453,    141476,  3274
       454,    141789,  3158
       455,    142102,  3035
       456,    142415,  2906
       457,    142728,  2773
       458,    143041,  2636
       459,    143354,  2497
       460,    143667,  2358
       461,    143980,  2219
       462,    144293,  2083
       463,    144606,  1950
       464,    144919,  1821
       465,    145232,  1699
       466,    145545,  1583
       467,    145858,  1476
